DATE&TIME,LAFMAX,LAFMIN,LAE,LAEQ
01/01/2023 12:44:16 AM,11.5,58.8,7.6,54.3
01/01/2023 12:44:17 AM,39.9,2.4,68.1,24.3
01/01/2023 12:44:18 AM,38.5,29.8,15.9,12.3
01/01/2023 12:44:19 AM,75.0,62.2,96.7,64.4
01/01/2023 12:44:20 AM,43.6,95.3,11.5,1.4
01/01/2023 12:44:21 AM,20.3,34.6,39.1,26.7
01/01/2023 12:44:22 AM,62.6,8.8,27.0,46.9
01/01/2023 12:44:23 AM,84.0,73.8,55.3,34.2
01/01/2023 12:44:24 AM,74.2,70.8,19.8,65.0
01/01/2023 12:44:25 AM,16.5,12.0,2.5,85.8
01/01/2023 12:44:26 AM,87.7,83.0,54.5,86.0
01/01/2023 12:44:27 AM,18.2,1.1,90.3,20.9
01/01/2023 12:44:28 AM,64.8,83.6,1.5,16.9
01/01/2023 12:44:29 AM,27.1,25.0,93.5,76.7
01/01/2023 12:44:30 AM,58.1,64.6,30.2,24.9
01/01/2023 12:44:31 AM,26.8,41.3,33.3,61.5
01/01/2023 12:44:32 AM,62.0,18.9,11.3,62.3
01/01/2023 12:44:33 AM,29.2,51.2,46.4,10.0
01/01/2023 12:44:34 AM,99.0,19.7,18.8,51.2
01/01/2023 12:44:35 AM,9.8,21.8,31.5,49.9
01/01/2023 12:44:36 AM,99.5,51.5,4.9,30.3
01/01/2023 12:44:37 AM,71.9,54.5,61.7,42.2
01/01/2023 12:44:38 AM,4.2,7.3,53.7,99.4
01/01/2023 12:44:39 AM,4.5,16.7,30.7,32.9
01/01/2023 12:44:40 AM,44.0,85.0,88.1,88.1
01/01/2023 12:44:41 AM,33.7,61.0,15.2,57.9
01/01/2023 12:44:42 AM,77.9,40.7,27.0,42.1
01/01/2023 12:44:43 AM,70.7,41.0,98.0,99.8
01/01/2023 12:44:44 AM,52.9,34.0,4.9,80.6
01/01/2023 12:44:45 AM,5.9,73.2,50.3,86.5
01/01/2023 12:44:46 AM,1.6,68.5,49.6,63.7
01/01/2023 12:44:47 AM,3.9,51.6,93.1,3.5
01/01/2023 12:44:48 AM,28.1,34.9,14.1,35.9
01/01/2023 12:44:49 AM,37.5,98.3,37.0,2.1
01/01/2023 12:44:50 AM,74.2,53.6,96.0,45.1
01/01/2023 12:44:51 AM,31.4,54.4,82.1,5.5
01/01/2023 12:44:52 AM,26.1,35.3,43.9,55.6
01/01/2023 12:44:53 AM,30.9,32.5,66.5,38.0
01/01/2023 12:44:54 AM,13.2,98.3,68.1,18.2
01/01/2023 12:44:55 AM,87.0,13.2,50.3,16.0
01/01/2023 12:44:56 AM,94.5,51.9,39.6,91.7
01/01/2023 12:44:57 AM,87.6,61.2,10.1,87.1
01/01/2023 12:44:58 AM,38.6,42.9,69.1,99.8
01/01/2023 12:44:59 AM,83.6,66.0,67.0,36.9
01/01/2023 12:45:00 AM,35.1,8.7,78.1,66.9
01/01/2023 12:45:01 AM,81.2,79.4,51.2,70.3
01/01/2023 12:45:02 AM,76.2,2.3,64.0,46.6
01/01/2023 12:45:03 AM,68.8,44.1,75.2,12.1
01/01/2023 12:45:04 AM,11.2,79.6,67.0,1.9
01/01/2023 12:45:05 AM,9.7,15.4,80.7,37.4
01/01/2023 12:45:06 AM,86.8,43.9,39.0,16.4
01/01/2023 12:45:07 AM,28.5,23.0,15.3,13.0
01/01/2023 12:45:08 AM,94.4,41.2,54.4,56.0
01/01/2023 12:45:09 AM,12.3,84.0,71.1,20.0
01/01/2023 12:45:10 AM,9.8,75.8,47.8,2.9
01/01/2023 12:45:11 AM,78.9,93.7,94.8,45.7
01/01/2023 12:45:12 AM,48.8,70.0,92.1,92.0
01/01/2023 12:45:13 AM,61.7,11.6,28.8,11.1
01/01/2023 12:45:14 AM,77.8,23.6,65.0,95.0
01/01/2023 12:45:15 AM,97.7,56.2,66.7,92.6
01/01/2023 12:45:16 AM,55.3,74.1,38.9,42.6
01/01/2023 12:45:17 AM,8.9,95.4,78.5,1.5
01/01/2023 12:45:18 AM,52.6,28.3,57.1,31.8
01/01/2023 12:45:19 AM,31.1,87.0,46.0,93.9
01/01/2023 12:45:20 AM,97.2,77.5,1.6,93.4
01/01/2023 12:45:21 AM,63.5,21.9,4.4,98.4
01/01/2023 12:45:22 AM,49.9,97.7,74.3,42.3
01/01/2023 12:45:23 AM,89.5,11.2,60.9,64.1
01/01/2023 12:45:24 AM,6.7,17.7,26.5,51.3
01/01/2023 12:45:25 AM,53.3,46.8,78.2,65.9
01/01/2023 12:45:26 AM,75.1,43.8,35.5,11.2
01/01/2023 12:45:27 AM,76.4,34.6,71.5,17.3
01/01/2023 12:45:28 AM,76.8,11.9,73.0,37.0
01/01/2023 12:45:29 AM,56.7,8.7,31.4,40.0
01/01/2023 12:45:30 AM,58.8,40.2,89.2,22.2
01/01/2023 12:45:31 AM,63.2,4.2,54.0,9.2
01/01/2023 12:45:32 AM,38.1,62.6,16.7,3.9
01/01/2023 12:45:33 AM,45.2,43.5,76.6,66.8
01/01/2023 12:45:34 AM,59.7,90.9,97.1,33.8
01/01/2023 12:45:35 AM,89.7,23.9,91.3,22.4
01/01/2023 12:45:36 AM,57.5,60.6,88.3,53.5
01/01/2023 12:45:37 AM,93.2,77.8,40.5,88.5
01/01/2023 12:45:38 AM,46.5,11.3,96.4,37.0
01/01/2023 12:45:39 AM,7.3,67.6,27.8,92.6
01/01/2023 12:45:40 AM,61.4,41.1,44.4,39.8
01/01/2023 12:45:41 AM,68.8,49.3,83.6,59.3
01/01/2023 12:45:42 AM,98.4,16.8,53.9,37.5
01/01/2023 12:45:43 AM,54.6,20.5,89.3,68.4
01/01/2023 12:45:44 AM,53.7,3.8,36.6,12.4
01/01/2023 12:45:45 AM,89.3,85.9,47.6,40.2
01/01/2023 12:45:46 AM,82.1,60.3,63.5,35.6
01/01/2023 12:45:47 AM,13.8,70.1,84.7,32.0
01/01/2023 12:45:48 AM,38.0,36.1,95.6,44.9
01/01/2023 12:45:49 AM,23.2,26.2,48.6,61.5
01/01/2023 12:45:50 AM,51.4,85.9,16.9,47.3
01/01/2023 12:45:51 AM,3.9,70.0,32.8,9.3
01/01/2023 12:45:52 AM,90.1,43.4,65.5,98.2
01/01/2023 12:45:53 AM,66.1,89.5,21.4,95.9
01/01/2023 12:45:54 AM,9.0,24.2,83.7,13.9
01/01/2023 12:45:55 AM,19.4,70.0,62.2,44.6
01/01/2023 12:45:56 AM,49.6,8.0,85.6,13.6
01/01/2023 12:45:57 AM,76.5,28.9,20.3,9.7
01/01/2023 12:45:58 AM,97.4,89.8,66.6,90.0
01/01/2023 12:45:59 AM,79.1,54.7,46.2,89.5
01/01/2023 12:46:00 AM,21.8,2.3,85.8,15.7
01/01/2023 12:46:01 AM,22.2,95.6,54.5,40.4
01/01/2023 12:46:02 AM,54.5,63.8,54.9,37.0
01/01/2023 12:46:03 AM,94.5,81.9,99.9,97.1
01/01/2023 12:46:04 AM,16.5,25.2,54.8,72.4
01/01/2023 12:46:05 AM,52.4,81.0,61.7,30.8
01/01/2023 12:46:06 AM,44.8,95.9,96.7,98.8
01/01/2023 12:46:07 AM,43.2,92.9,36.6,5.1
01/01/2023 12:46:08 AM,61.3,94.4,55.4,27.5
01/01/2023 12:46:09 AM,55.0,36.3,39.5,92.7
01/01/2023 12:46:10 AM,95.7,67.5,46.6,29.3
01/01/2023 12:46:11 AM,55.1,42.8,74.5,15.0
01/01/2023 12:46:12 AM,51.0,27.9,82.2,46.0
01/01/2023 12:46:13 AM,60.1,13.0,60.5,73.4
01/01/2023 12:46:14 AM,9.6,4.6,40.0,22.4
01/01/2023 12:46:15 AM,9.0,44.9,30.8,85.0
01/01/2023 12:46:16 AM,99.7,41.1,56.7,17.4
01/01/2023 12:46:17 AM,26.0,1.2,22.1,2.3
01/01/2023 12:46:18 AM,83.9,27.7,73.5,70.8
01/01/2023 12:46:19 AM,84.0,53.4,14.8,77.9
01/01/2023 12:46:20 AM,42.3,36.8,81.6,6.1
01/01/2023 12:46:21 AM,60.8,23.4,50.8,28.0
01/01/2023 12:46:22 AM,31.4,30.4,49.0,99.9
01/01/2023 12:46:23 AM,58.7,8.6,56.7,67.5
01/01/2023 12:46:24 AM,14.8,7.4,56.8,95.3
01/01/2023 12:46:25 AM,21.1,7.6,59.6,99.3
01/01/2023 12:46:26 AM,89.2,76.8,22.2,76.1
01/01/2023 12:46:27 AM,90.0,7.0,12.9,30.0
01/01/2023 12:46:28 AM,47.0,81.7,65.5,5.4
01/01/2023 12:46:29 AM,82.1,27.2,94.5,69.1
01/01/2023 12:46:30 AM,18.1,15.2,47.0,32.1
01/01/2023 12:46:31 AM,99.9,82.1,57.8,37.6
01/01/2023 12:46:32 AM,80.3,98.8,94.4,7.4
01/01/2023 12:46:33 AM,16.6,41.6,99.9,65.5
01/01/2023 12:46:34 AM,72.9,2.5,87.6,57.3
01/01/2023 12:46:35 AM,9.6,34.0,95.7,88.1
01/01/2023 12:46:36 AM,86.1,75.5,82.5,86.7
01/01/2023 12:46:37 AM,82.6,65.8,7.5,38.2
01/01/2023 12:46:38 AM,38.0,73.4,20.4,80.1
01/01/2023 12:46:39 AM,63.8,32.1,57.3,32.3
01/01/2023 12:46:40 AM,12.0,84.5,6.7,33.5
01/01/2023 12:46:41 AM,20.6,86.4,3.0,46.1
01/01/2023 12:46:42 AM,76.7,7.8,85.7,30.3
01/01/2023 12:46:43 AM,46.5,29.1,77.9,51.0
01/01/2023 12:46:44 AM,69.2,17.4,12.2,4.6
01/01/2023 12:46:45 AM,33.7,84.9,15.7,12.7
01/01/2023 12:46:46 AM,71.6,16.1,67.6,35.5
01/01/2023 12:46:47 AM,18.5,49.1,19.8,44.1
01/01/2023 12:46:48 AM,34.1,40.8,6.3,45.5
01/01/2023 12:46:49 AM,63.7,17.9,54.4,17.0
01/01/2023 12:46:50 AM,52.3,61.7,25.6,78.8
01/01/2023 12:46:51 AM,44.7,74.1,64.5,79.7
01/01/2023 12:46:52 AM,5.6,26.9,25.3,37.1
01/01/2023 12:46:53 AM,88.5,49.6,60.9,77.2
01/01/2023 12:46:54 AM,66.2,80.2,17.7,70.7
01/01/2023 12:46:55 AM,84.7,24.9,93.4,90.8
01/01/2023 12:46:56 AM,5.5,87.0,80.2,99.5
01/01/2023 12:46:57 AM,48.3,52.3,56.7,72.2
01/01/2023 12:46:58 AM,96.6,35.3,47.0,48.0
01/01/2023 12:46:59 AM,79.8,91.2,49.9,17.5
01/01/2023 12:47:00 AM,71.1,69.8,12.6,44.5
01/01/2023 12:47:01 AM,24.7,75.4,2.0,34.6
01/01/2023 12:47:02 AM,48.6,31.2,37.9,35.4
01/01/2023 12:47:03 AM,13.4,36.7,74.4,50.0
01/01/2023 12:47:04 AM,28.0,48.1,50.9,62.5
01/01/2023 12:47:05 AM,62.7,33.1,96.3,62.9
01/01/2023 12:47:06 AM,38.2,30.8,70.1,22.0
01/01/2023 12:47:07 AM,34.4,40.0,73.0,75.8
01/01/2023 12:47:08 AM,83.8,45.3,81.2,15.6
01/01/2023 12:47:09 AM,16.7,25.8,26.2,56.3
01/01/2023 12:47:10 AM,17.8,82.8,26.5,34.0
01/01/2023 12:47:11 AM,70.3,49.2,29.6,7.4
01/01/2023 12:47:12 AM,93.7,54.9,44.4,88.1
01/01/2023 12:47:13 AM,79.5,99.0,1.2,92.0
01/01/2023 12:47:14 AM,99.9,16.5,29.8,96.4
01/01/2023 12:47:15 AM,66.6,53.8,85.2,82.1
01/01/2023 12:47:16 AM,30.1,24.2,94.4,54.6
01/01/2023 12:47:17 AM,64.3,73.3,94.5,46.6
01/01/2023 12:47:18 AM,94.8,44.5,98.9,73.9
01/01/2023 12:47:19 AM,50.2,73.8,65.0,31.6
01/01/2023 12:47:20 AM,10.2,69.8,47.3,24.0
01/01/2023 12:47:21 AM,63.5,21.7,45.4,79.3
01/01/2023 12:47:22 AM,56.8,1.5,60.0,47.3
01/01/2023 12:47:23 AM,60.2,28.7,5.9,91.5
01/01/2023 12:47:24 AM,48.6,79.5,43.6,8.1
01/01/2023 12:47:25 AM,4.3,97.9,79.2,21.3
01/01/2023 12:47:26 AM,32.8,41.8,67.7,99.4
01/01/2023 12:47:27 AM,30.1,91.1,63.5,84.6
01/01/2023 12:47:28 AM,33.6,67.4,93.3,58.6
01/01/2023 12:47:29 AM,1.0,6.3,36.5,42.0
01/01/2023 12:47:30 AM,18.7,84.5,86.0,14.9
01/01/2023 12:47:31 AM,38.0,18.3,89.0,43.3
01/01/2023 12:47:32 AM,34.6,62.6,90.3,48.9
01/01/2023 12:47:33 AM,14.2,33.4,72.9,40.0
01/01/2023 12:47:34 AM,75.4,39.1,85.6,39.4
01/01/2023 12:47:35 AM,60.1,79.9,84.1,9.1
01/01/2023 12:47:36 AM,60.8,98.2,91.9,3.7
01/01/2023 12:47:37 AM,83.3,54.2,96.9,31.2
01/01/2023 12:47:38 AM,83.0,53.4,3.2,80.8
01/01/2023 12:47:39 AM,99.9,91.2,81.3,45.7
01/01/2023 12:47:40 AM,51.3,54.9,6.4,54.7
01/01/2023 12:47:41 AM,4.6,18.3,94.0,66.2
01/01/2023 12:47:42 AM,24.8,31.7,98.9,30.2
01/01/2023 12:47:43 AM,49.3,11.8,70.0,20.0
01/01/2023 12:47:44 AM,62.4,39.6,96.2,44.5
01/01/2023 12:47:45 AM,84.4,4.2,87.8,42.9
01/01/2023 12:47:46 AM,31.0,86.7,19.2,27.3
01/01/2023 12:47:47 AM,61.1,49.1,99.8,79.0
01/01/2023 12:47:48 AM,99.9,28.0,9.3,97.7
01/01/2023 12:47:49 AM,90.4,63.4,23.2,67.2
01/01/2023 12:47:50 AM,63.6,63.6,80.1,73.3
01/01/2023 12:47:51 AM,76.1,35.8,84.9,73.3
01/01/2023 12:47:52 AM,45.0,30.6,11.2,82.8
01/01/2023 12:47:53 AM,66.8,93.4,24.0,93.4
01/01/2023 12:47:54 AM,86.0,6.1,50.5,33.6
01/01/2023 12:47:55 AM,39.1,85.3,44.9,40.3
01/01/2023 12:47:56 AM,52.6,42.4,99.5,65.5
01/01/2023 12:47:57 AM,4.8,90.1,90.9,29.9
01/01/2023 12:47:58 AM,82.0,90.8,7.8,32.2
01/01/2023 12:47:59 AM,59.4,30.8,77.9,20.6
01/01/2023 12:48:00 AM,63.5,31.2,49.5,59.7
01/01/2023 12:48:01 AM,38.4,45.6,18.2,27.4
01/01/2023 12:48:02 AM,57.1,90.0,12.3,73.5
01/01/2023 12:48:03 AM,76.3,64.4,97.7,84.3
01/01/2023 12:48:04 AM,77.0,96.0,10.3,41.7
01/01/2023 12:48:05 AM,41.4,56.7,41.2,55.0
01/01/2023 12:48:06 AM,66.3,96.6,22.3,71.8
01/01/2023 12:48:07 AM,69.3,35.0,53.1,88.4
01/01/2023 12:48:08 AM,83.5,79.6,58.3,40.3
01/01/2023 12:48:09 AM,10.6,55.8,70.5,4.9
01/01/2023 12:48:10 AM,26.7,15.8,42.4,57.8
01/01/2023 12:48:11 AM,68.0,22.2,13.0,31.4
01/01/2023 12:48:12 AM,42.8,79.1,80.3,92.8
01/01/2023 12:48:13 AM,58.6,96.7,11.9,1.3
01/01/2023 12:48:14 AM,71.1,90.1,36.6,18.6
01/01/2023 12:48:15 AM,99.2,41.9,81.1,67.8
01/01/2023 12:48:16 AM,70.6,76.0,93.2,62.3
01/01/2023 12:48:17 AM,76.0,67.6,63.0,94.7
01/01/2023 12:48:18 AM,19.0,62.2,72.8,29.7
01/01/2023 12:48:19 AM,92.3,1.9,23.3,3.6
01/01/2023 12:48:20 AM,61.8,17.1,98.7,90.4
01/01/2023 12:48:21 AM,38.8,40.8,32.2,62.4
01/01/2023 12:48:22 AM,68.0,12.8,2.1,41.0
01/01/2023 12:48:23 AM,47.4,51.4,71.0,38.7
01/01/2023 12:48:24 AM,41.7,82.9,36.0,80.9
01/01/2023 12:48:25 AM,7.3,36.5,51.7,91.4
01/01/2023 12:48:26 AM,58.7,34.1,98.7,28.1
01/01/2023 12:48:27 AM,48.8,47.9,71.4,72.0
01/01/2023 12:48:28 AM,63.4,6.7,84.0,74.6
01/01/2023 12:48:29 AM,43.9,64.6,58.7,3.2
01/01/2023 12:48:30 AM,32.8,51.1,98.0,67.9
01/01/2023 12:48:31 AM,81.9,92.8,13.3,96.9
01/01/2023 12:48:32 AM,66.9,9.2,37.3,66.0
01/01/2023 12:48:33 AM,95.8,26.9,62.9,54.8
01/01/2023 12:48:34 AM,45.4,67.5,7.4,89.8
01/01/2023 12:48:35 AM,60.6,45.5,20.1,21.2
01/01/2023 12:48:36 AM,35.0,58.3,26.2,92.3
01/01/2023 12:48:37 AM,18.0,13.4,77.8,80.3
01/01/2023 12:48:38 AM,41.2,45.6,60.3,23.0
01/01/2023 12:48:39 AM,47.3,8.1,83.6,92.4
01/01/2023 12:48:40 AM,79.1,26.8,97.7,2.6
01/01/2023 12:48:41 AM,80.2,77.0,15.5,14.7
01/01/2023 12:48:42 AM,94.5,99.9,27.0,59.8
01/01/2023 12:48:43 AM,5.0,50.9,16.3,74.5
01/01/2023 12:48:44 AM,29.0,15.6,66.2,89.1
01/01/2023 12:48:45 AM,51.5,41.9,99.4,24.6
01/01/2023 12:48:46 AM,91.7,93.0,84.8,50.9
01/01/2023 12:48:47 AM,8.7,10.3,98.2,83.2
01/01/2023 12:48:48 AM,93.9,60.0,7.0,34.4
01/01/2023 12:48:49 AM,74.2,68.4,25.6,76.3
01/01/2023 12:48:50 AM,8.4,50.3,87.2,93.3
01/01/2023 12:48:51 AM,41.7,18.5,98.2,16.1
01/01/2023 12:48:52 AM,82.2,67.6,52.2,43.5
01/01/2023 12:48:53 AM,45.8,74.1,55.5,3.1
01/01/2023 12:48:54 AM,16.9,36.7,24.2,30.2
01/01/2023 12:48:55 AM,70.3,57.6,90.8,95.9
01/01/2023 12:48:56 AM,69.3,83.1,22.4,91.5
01/01/2023 12:48:57 AM,18.6,91.0,37.0,27.0
01/01/2023 12:48:58 AM,84.1,70.8,87.2,23.3
01/01/2023 12:48:59 AM,63.3,72.6,20.4,6.7
01/01/2023 12:49:00 AM,24.3,33.4,92.6,99.3
01/01/2023 12:49:01 AM,87.9,40.4,57.6,3.6
01/01/2023 12:49:02 AM,54.6,72.9,90.5,56.7
01/01/2023 12:49:03 AM,47.1,3.5,53.8,29.5
01/01/2023 12:49:04 AM,40.9,51.4,70.2,65.2
01/01/2023 12:49:05 AM,68.4,14.1,49.0,77.3
01/01/2023 12:49:06 AM,50.9,30.2,65.9,38.8
01/01/2023 12:49:07 AM,20.1,45.2,24.5,14.6
01/01/2023 12:49:08 AM,5.4,92.4,87.9,23.8
01/01/2023 12:49:09 AM,98.5,54.3,23.5,18.9
01/01/2023 12:49:10 AM,30.3,56.8,37.6,57.7
01/01/2023 12:49:11 AM,17.8,44.0,71.2,5.6
01/01/2023 12:49:12 AM,12.1,12.0,2.6,70.7
01/01/2023 12:49:13 AM,53.8,25.0,6.2,63.6
01/01/2023 12:49:14 AM,48.2,52.4,80.6,91.3
01/01/2023 12:49:15 AM,88.6,92.0,80.4,90.0
01/01/2023 12:49:16 AM,22.5,21.5,62.6,9.2
01/01/2023 12:49:17 AM,58.0,69.4,43.0,53.9
01/01/2023 12:49:18 AM,71.2,83.1,7.1,40.7
01/01/2023 12:49:19 AM,82.3,3.4,73.6,37.8
01/01/2023 12:49:20 AM,17.6,61.1,47.4,64.1
01/01/2023 12:49:21 AM,89.5,3.1,89.9,9.2
01/01/2023 12:49:22 AM,11.4,19.0,20.0,25.7
01/01/2023 12:49:23 AM,29.2,99.9,28.1,43.0
01/01/2023 12:49:24 AM,94.1,39.6,8.2,28.0
01/01/2023 12:49:25 AM,25.2,96.9,68.4,32.6
01/01/2023 12:49:26 AM,2.7,24.1,91.5,93.0
01/01/2023 12:49:27 AM,74.0,22.6,86.2,72.7
01/01/2023 12:49:28 AM,85.0,27.0,94.5,3.2
01/01/2023 12:49:29 AM,66.6,41.3,32.1,56.5
01/01/2023 12:49:30 AM,66.5,94.9,59.3,78.0
01/01/2023 12:49:31 AM,41.3,34.1,73.7,46.0
01/01/2023 12:49:32 AM,84.7,70.4,10.5,99.6
01/01/2023 12:49:33 AM,43.9,77.9,40.5,36.3
01/01/2023 12:49:34 AM,66.9,73.2,82.5,2.7
01/01/2023 12:49:35 AM,43.4,51.1,33.3,16.7
01/01/2023 12:49:36 AM,86.1,36.1,4.1,16.3
01/01/2023 12:49:37 AM,84.2,68.2,82.8,36.3
01/01/2023 12:49:38 AM,94.3,80.1,31.2,20.1
01/01/2023 12:49:39 AM,78.3,98.8,22.3,51.5
01/01/2023 12:49:40 AM,21.6,33.3,43.7,46.5
01/01/2023 12:49:41 AM,26.1,11.0,59.7,24.7
01/01/2023 12:49:42 AM,57.5,18.9,80.2,33.5
01/01/2023 12:49:43 AM,31.3,15.7,47.8,55.7
01/01/2023 12:49:44 AM,82.4,39.3,2.8,69.3
01/01/2023 12:49:45 AM,86.3,55.1,21.9,43.0
01/01/2023 12:49:46 AM,25.9,63.2,7.5,44.6
01/01/2023 12:49:47 AM,64.4,96.9,67.9,15.3
01/01/2023 12:49:48 AM,98.2,62.9,3.5,83.7
01/01/2023 12:49:49 AM,51.2,96.9,86.8,30.2
01/01/2023 12:49:50 AM,46.2,8.9,5.7,75.2
01/01/2023 12:49:51 AM,69.0,70.8,85.4,25.0
01/01/2023 12:49:52 AM,98.3,12.8,21.9,38.0
01/01/2023 12:49:53 AM,33.0,24.3,35.8,39.9
01/01/2023 12:49:54 AM,93.0,40.0,71.7,15.3
01/01/2023 12:49:55 AM,99.9,82.6,85.6,81.3
01/01/2023 12:49:56 AM,63.2,40.8,46.2,45.2
01/01/2023 12:49:57 AM,95.0,23.9,7.5,19.7
01/01/2023 12:49:58 AM,51.1,92.9,83.5,40.2
01/01/2023 12:49:59 AM,43.7,14.1,67.3,23.8
01/01/2023 12:50:00 AM,3.7,35.5,25.2,41.9
01/01/2023 12:50:01 AM,76.2,43.0,94.5,77.1
01/01/2023 12:50:02 AM,29.3,9.3,34.0,68.6
01/01/2023 12:50:03 AM,61.5,86.8,61.9,7.7
01/01/2023 12:50:04 AM,30.6,12.2,6.3,72.7
01/01/2023 12:50:05 AM,1.1,40.9,15.0,49.5
01/01/2023 12:50:06 AM,27.3,14.4,71.9,65.1
01/01/2023 12:50:07 AM,73.9,23.0,10.4,93.2
01/01/2023 12:50:08 AM,53.7,54.6,62.1,30.4
01/01/2023 12:50:09 AM,98.6,96.6,35.1,90.0
01/01/2023 12:50:10 AM,89.5,73.5,38.0,72.0
01/01/2023 12:50:11 AM,40.5,34.8,80.8,75.6
01/01/2023 12:50:12 AM,40.8,40.4,98.5,41.2
01/01/2023 12:50:13 AM,49.7,43.5,36.0,98.1
01/01/2023 12:50:14 AM,58.0,52.7,77.5,81.9
01/01/2023 12:50:15 AM,12.1,20.1,16.3,48.0
01/01/2023 12:50:16 AM,17.7,57.0,92.4,72.3
01/01/2023 12:50:17 AM,60.2,84.3,23.6,44.0
01/01/2023 12:50:18 AM,90.1,49.1,96.9,66.9
01/01/2023 12:50:19 AM,6.5,90.2,80.0,98.3
01/01/2023 12:50:20 AM,92.8,3.7,21.1,4.9
01/01/2023 12:50:21 AM,81.3,76.7,9.0,15.0
01/01/2023 12:50:22 AM,28.4,28.9,45.5,79.6
01/01/2023 12:50:23 AM,42.0,20.7,8.3,86.0
01/01/2023 12:50:24 AM,88.7,36.6,3.1,91.8
01/01/2023 12:50:25 AM,48.8,20.5,44.3,29.6
01/01/2023 12:50:26 AM,49.0,73.0,91.2,44.3
01/01/2023 12:50:27 AM,59.2,65.1,88.0,98.9
01/01/2023 12:50:28 AM,29.7,21.9,86.2,65.1
01/01/2023 12:50:29 AM,80.7,48.7,22.1,11.6
01/01/2023 12:50:30 AM,49.7,41.3,70.2,15.1
01/01/2023 12:50:31 AM,85.4,55.9,59.6,17.5
01/01/2023 12:50:32 AM,87.0,82.6,43.2,89.7
01/01/2023 12:50:33 AM,4.8,74.8,47.1,56.7
01/01/2023 12:50:34 AM,39.1,57.4,40.0,48.6
01/01/2023 12:50:35 AM,62.0,89.2,68.8,94.8
01/01/2023 12:50:36 AM,84.3,61.3,75.1,62.2
01/01/2023 12:50:37 AM,75.7,76.7,26.1,91.9
01/01/2023 12:50:38 AM,39.2,81.8,73.1,81.1
01/01/2023 12:50:39 AM,54.6,50.8,51.7,50.2
01/01/2023 12:50:40 AM,13.7,67.8,67.8,28.3
01/01/2023 12:50:41 AM,34.7,99.1,6.7,16.8
01/01/2023 12:50:42 AM,77.9,46.7,29.1,17.9
01/01/2023 12:50:43 AM,18.9,51.8,67.2,80.1
01/01/2023 12:50:44 AM,82.5,82.3,96.2,30.2
01/01/2023 12:50:45 AM,76.3,29.2,48.6,46.7
01/01/2023 12:50:46 AM,80.5,74.8,53.7,33.2
01/01/2023 12:50:47 AM,57.5,86.7,29.7,23.9
01/01/2023 12:50:48 AM,4.2,57.2,87.6,65.0
01/01/2023 12:50:49 AM,37.4,9.9,19.0,33.7
01/01/2023 12:50:50 AM,90.8,8.7,91.2,31.3
01/01/2023 12:50:51 AM,53.1,42.1,34.0,63.6
01/01/2023 12:50:52 AM,73.9,13.7,64.9,61.6
01/01/2023 12:50:53 AM,87.7,27.1,43.1,83.1
01/01/2023 12:50:54 AM,8.2,3.2,55.5,71.6
01/01/2023 12:50:55 AM,67.1,89.7,30.3,24.0
01/01/2023 12:50:56 AM,10.5,82.2,51.6,67.1
01/01/2023 12:50:57 AM,67.4,49.6,30.1,58.7
01/01/2023 12:50:58 AM,23.3,89.0,76.9,66.0
01/01/2023 12:50:59 AM,20.7,75.3,73.4,62.2
01/01/2023 12:51:00 AM,68.5,43.9,80.2,53.2
01/01/2023 12:51:01 AM,3.3,93.6,40.9,99.3
01/01/2023 12:51:02 AM,59.7,93.6,86.5,53.6
01/01/2023 12:51:03 AM,36.8,34.0,70.7,29.6
01/01/2023 12:51:04 AM,54.3,80.2,32.5,26.6
01/01/2023 12:51:05 AM,83.8,96.9,93.0,89.2
01/01/2023 12:51:06 AM,73.0,15.3,54.1,42.7
01/01/2023 12:51:07 AM,55.0,13.0,73.1,25.9
01/01/2023 12:51:08 AM,7.4,57.9,74.6,11.5
01/01/2023 12:51:09 AM,9.5,18.0,48.0,43.2
01/01/2023 12:51:10 AM,15.9,98.4,51.9,3.8
01/01/2023 12:51:11 AM,84.5,66.4,71.8,98.1
01/01/2023 12:51:12 AM,59.0,32.2,100.0,17.2
01/01/2023 12:51:13 AM,30.7,53.2,12.0,93.0
01/01/2023 12:51:14 AM,69.0,60.2,90.5,39.6
01/01/2023 12:51:15 AM,47.6,66.4,62.6,71.9
01/01/2023 12:51:16 AM,26.2,79.4,81.0,53.2
01/01/2023 12:51:17 AM,11.9,9.4,33.6,53.9
01/01/2023 12:51:18 AM,21.3,8.4,80.8,96.0
01/01/2023 12:51:19 AM,70.3,61.2,2.3,88.7
01/01/2023 12:51:20 AM,81.7,94.0,73.9,33.4
01/01/2023 12:51:21 AM,23.1,16.1,42.9,77.8
01/01/2023 12:51:22 AM,27.0,67.3,2.2,45.1
01/01/2023 12:51:23 AM,46.8,81.7,17.0,50.8
01/01/2023 12:51:24 AM,24.4,80.3,17.9,46.6
01/01/2023 12:51:25 AM,2.1,53.1,6.5,61.4
01/01/2023 12:51:26 AM,85.9,43.9,46.1,5.0
01/01/2023 12:51:27 AM,86.2,35.3,98.4,17.2
01/01/2023 12:51:28 AM,14.6,30.9,53.5,55.5
01/01/2023 12:51:29 AM,29.7,28.6,29.7,63.7
01/01/2023 12:51:30 AM,59.9,23.3,23.8,43.4
01/01/2023 12:51:31 AM,58.5,76.9,1.4,14.9
